Game Id	Rental Start Date	Rental End Date	Customer Id
27	05/11/2023	05/11/2023	8933
88	31/10/2023	05/11/2023	3601
36	05/11/2023	05/11/2023	6294
81	04/11/2023	05/11/2023	6294
35	03/11/2023	05/11/2023	1784
10	04/11/2023	05/11/2023	6758
50	31/10/2023	05/11/2023	4437
78	03/11/2023	05/11/2023	7765
69	04/11/2023	05/11/2023	6667
21	05/11/2023	05/11/2023	6667
63	05/11/2023	05/11/2023	8570
42	05/11/2023	05/11/2023	9164
38	30/10/2023	04/11/2023	2096
37	12/10/2023	04/11/2023	9558
65	11/10/2023	04/11/2023	1569
23	05/10/2023	04/11/2023	8454
61	31/10/2023	04/11/2023	3642
92	03/11/2023	04/11/2023	5535
52	04/11/2023	04/11/2023	8933
75	28/10/2023	04/11/2023	2084
56	03/11/2023	04/11/2023	7644
21	04/11/2023	04/11/2023	7644
98	03/11/2023	04/11/2023	8333
19	01/11/2023	04/11/2023	6812
67	04/11/2023	04/11/2023	7765
76	04/11/2023	04/11/2023	7878
20	04/11/2023	04/11/2023	7947
29	03/11/2023	04/11/2023	6801
77	04/11/2023	04/11/2023	6801
33	04/11/2023	04/11/2023	9164
86	10/10/2023	03/11/2023	8420
22	21/10/2023	03/11/2023	1569
1	31/10/2023	03/11/2023	3287
85	03/11/2023	03/11/2023	3287
81	31/10/2023	03/11/2023	4413
84	20/10/2023	03/11/2023	4413
41	10/10/2023	03/11/2023	3545
21	03/11/2023	03/11/2023	9883
77	03/11/2023	03/11/2023	3676
33	03/11/2023	03/11/2023	7644
	03/11/2023	03/11/2023	6812
	26/10/2023	03/11/2023	1404
	01/11/2023	03/11/2023	2148
	01/11/2023	02/11/2023	5956
	28/10/2023	02/11/2023	1569
	31/10/2023	02/11/2023	1569
	31/10/2023	02/11/2023	3551
	30/10/2023	02/11/2023	6294
	02/11/2023	02/11/2023	7006
	31/10/2023	02/11/2023	5052
	01/11/2023	02/11/2023	6758
	01/11/2023	02/11/2023	6758
	31/10/2023	02/11/2023	7644
	29/10/2023	02/11/2023	7765
	01/11/2023	02/11/2023	7878
	02/11/2023	02/11/2023	7878
	01/11/2023	02/11/2023	2148
	01/11/2023	02/11/2023	6801
	02/11/2023	02/11/2023	6818
	02/11/2023	02/11/2023	6818
57	28/09/2023	01/11/2023	8420
92	31/10/2023	01/11/2023	5385
72	01/11/2023	01/11/2023	9558
98	21/10/2023	01/11/2023	1348
33	28/10/2023	01/11/2023	3586
85	25/10/2023	01/11/2023	8221
73	30/10/2023	01/11/2023	3287
17	31/10/2023	01/11/2023	4413
67	24/10/2023	01/11/2023	3642
35	26/10/2023	01/11/2023	5535
70	27/10/2023	01/11/2023	3676
36	30/10/2023	01/11/2023	5526
66	01/11/2023	01/11/2023	2084
94		01/11/2023	8333
77		01/11/2023	6667
95		01/11/2023	7878
7		31/10/2023	5956
11		31/10/2023	5326
12	26/10/2023	31/10/2023	1569
78	22/10/2023	31/10/2023	2029
49	26/10/2023	31/10/2023	9883
58	25/10/2023	31/10/2023	2514
71	27/10/2023	31/10/2023	7006
10	31/10/2023	31/10/2023	1784
53	28/10/2023	31/10/2023	6758
90	29/10/2023	31/10/2023	7878
83	24/10/2023	31/10/2023	7878
72	29/10/2023	31/10/2023	6440
19	29/10/2023	31/10/2023	7947
48	31/10/2023	31/10/2023	1937
44	31/10/2023	31/10/2023	2148
69	30/10/2023	31/10/2023	2148
10	28/07/2023	30/10/2023	8420
66	29/10/2023	30/10/2023	5956
20	27/10/2023	30/10/2023	2096
4	18/10/2023	30/10/2023	5212
47	29/10/2023	30/10/2023	5212
99	22/10/2023	30/10/2023	5326
82	30/10/2023	30/10/2023	4901
0	13/10/2023	30/10/2023	2029
51	30/10/2023	30/10/2023	3642
92	24/10/2023	30/10/2023	2585
54	16/10/2023	30/10/2023	5526
50	30/10/2023	30/10/2023	7006
63	25/10/2023	30/10/2023	6758
31	30/10/2023	30/10/2023	7644
44	27/10/2023	30/10/2023	8333
96	27/10/2023	30/10/2023	6296
60	19/10/2023	29/10/2023	5385
95	24/10/2023	29/10/2023	4901
14	28/10/2023	29/10/2023	1569
76	11/10/2023	29/10/2023	2669
25	23/10/2023	29/10/2023	1384
18	24/10/2023	29/10/2023	1384
64	26/10/2023	29/10/2023	8232
45	28/10/2023	29/10/2023	
24	27/10/2023	29/10/2023	
74	29/10/2023	29/10/2023	
15	27/10/2023	28/10/2023	
3	08/10/2023	28/10/2023	
91	28/10/2023	28/10/2023	
51	18/10/2023	28/10/2023	
29	24/10/2023	28/10/2023	
56	28/10/2023	28/10/2023	
19	24/10/2023	28/10/2023	
5	24/10/2023	27/10/2023	
77	26/10/2023	27/10/2023	
33	22/10/2023	27/10/2023	
43	27/10/2023	27/10/2023	5535
88	27/10/2023	27/10/2023	8933
40	12/10/2023	27/10/2023	9883
34	20/10/2023	27/10/2023	7006
90	27/10/2023	27/10/2023	6758
73	16/10/2023	27/10/2023	4437
1	23/10/2023	27/10/2023	1937
56	24/10/2023	27/10/2023	2148
93	20/09/2023	26/10/2023	1915
72	26/10/2023	26/10/2023	8232
42	20/08/2023	26/10/2023	6907
52	21/10/2023	26/10/2023	3551
90	24/10/2023	10/31/2023	4413
6	26/10/2023	10/26/2023	3642
47	02/10/2023	10/26/2023	3041
39	24/10/2023	26/10/2023	3041
53	16/10/2023	26/10/2023	7765
94	25/10/2023	26/10/2023	7765
70	24/10/2023	26/10/2023	6954
20	20/10/2023	26/10/2023	2148
88	09/10/2023	25/10/2023	1569
82	25/10/2023	25/10/2023	3551
38	21/10/2023	25/10/2023	4413
59	24/10/2023	25/10/2023	3545
71	19/10/2023	25/10/2023	8333
12	23/08/2023	24/10/2023	5956
14	24/10/2023	24/10/2023	6910
97	23/10/2023	24/10/2023	5526
81	13/10/2023	24/10/2023	5526
8	19/10/2023	24/10/2023	7644
63	23/10/2023	24/10/2023	7947
64	17/10/2023	24/10/2023	7947
89	25/09/2023	23/10/2023	2096
13	18/10/2023	23/10/2023	4901
19	23/10/2023	23/10/2023	3551
18	23/10/2023	23/10/2023	8933
6	23/10/2023	23/10/2023	2514
28	19/10/2023	23/10/2023	6758
44	22/10/2023	23/10/2023	7765
21	22/10/2023	23/10/2023	6296
31	23/10/2023	23/10/2023	2148
82	01/07/2023	22/10/2023	1384
74	28/06/2023	22/10/2023	6907
50	22/10/2023	22/10/2023	3551
96	22/10/2023	22/10/2023	4413
91	16/10/2023	22/10/2023	3545
27	07/10/2023	22/10/2023	4311
2	21/10/2023	22/10/2023	5535
55	19/10/2023	22/10/2023	8933
49	20/10/2023	22/10/2023	6294
18	17/10/2023	22/10/2023	6758
46	19/09/2023	22/10/2023	4437
56	18/10/2023	22/10/2023	8333
25	20/10/2023	22/10/2023	1404
95	16/10/2023	22/10/2023	6667
63	16/10/2023	22/10/2023	6466
83	22/10/2023	22/10/2023	6801
44	19/10/2023	21/10/2023	5212
15	23/09/2023	21/10/2023	9558
36	18/10/2023	21/10/2023	3586
67	19/10/2023	21/10/2023	1384
69	21/10/2023	21/10/2023	3551
48	10/01/2023	21/10/2023	1662
1	15/10/2023	21/10/2023	3642
43	18/10/2023	21/10/2023	8933
14	20/10/2023	21/10/2023	6294
72	01/10/2023	21/10/2023	4437
92	21/10/2023	21/10/2023	1404
61	21/10/2023	21/10/2023	6440
58	19/10/2023	21/10/2023	6818
96	22/03/2023	20/10/2023	8420
17	19/10/2023	20/10/2023	1348
52	18/10/2023	20/10/2023	2669
61	19/10/2023	20/10/2023	3586
26	18/09/2023	20/10/2023	8232
66	27/09/2023	20/10/2023	4311
100	16/10/2023	20/10/2023	8570
19	03/10/2023	19/10/2023	5385
34	19/10/2023	19/10/2023	3551
80	19/10/2023	19/10/2023	7006
49	15/10/2023	19/10/2023	7644
69	10/10/2023	19/10/2023	1404
85	17/10/2023	19/10/2023	2148
45	05/10/2023	18/10/2023	1348
9	08/10/2023	18/10/2023	4413
75	18/10/2023	18/10/2023	6758
14	09/10/2023	17/10/2023	1348
22	24/02/2023	17/10/2023	1649
21	25/09/2023	17/10/2023	5450
20	08/10/2023	17/10/2023	3551
33	13/10/2023	17/10/2023	3551
56	14/10/2023	17/10/2023	2514
28	15/10/2023	17/10/2023	7644
30	26/09/2023	17/10/2023	8319
90	15/10/2023	17/10/2023	8570
59	29/08/2023	16/10/2023	5450
52	16/10/2023	16/10/2023	2514
71	16/10/2023	16/10/2023	6954
58	13/06/2023	15/10/2023	8420
64	10/10/2023	15/10/2023	5212
79	29/09/2023	15/10/2023	4901
31	06/10/2023	15/10/2023	4901
44	12/10/2023	15/10/2023	2669
5	13/10/2023	15/10/2023	1384
63	25/09/2023	15/10/2023	1662
2	14/10/2023	15/10/2023	5526
70	11/10/2023	15/10/2023	2084
75	15/10/2023	15/10/2023	7947
71	07/10/2023	14/10/2023	5212
39	11/10/2023	14/10/2023	1569
55	17/09/2023	14/10/2023	3586
97	24/09/2023	14/10/2023	8232
92	10/09/2023	14/10/2023	8454
34	06/10/2023	14/10/2023	3601
83	14/10/2023	14/10/2023	2084
60	13/10/2023	14/10/2023	6667
67	12/10/2023	14/10/2023	2148
36	17/09/2023	14/10/2023	8570
73	12/10/2023	13/10/2023	3545
80	04/10/2023	13/10/2023	3676
83	13/10/2023	13/10/2023	7765
13	12/10/2023	13/10/2023	6667
54	12/07/2023	12/10/2023	5385
25	27/08/2023	12/10/2023	3676
85	11/10/2023	12/10/2023	5526
24	05/10/2023	12/10/2023	4437
50	11/10/2023	12/10/2023	7765
2	05/09/2023	11/10/2023	5326
28	10/10/2023	11/10/2023	2669
8	07/10/2023	11/10/2023	5450
17	10/10/2023	11/10/2023	3551
49	28/09/2023	11/10/2023	4413
90	11/10/2023	11/10/2023	9883
37	11/09/2023	11/10/2023	9883
87	03/10/2023	11/10/2023	7765
51	11/10/2023	11/10/2023	2148
95	13/08/2023	10/10/2023	3287
50	05/10/2023	10/10/2023	8933
5	05/09/2023	10/10/2023	3601
4	28/09/2023	10/10/2023	6667
78	08/10/2023	09/10/2023	3551
91	03/10/2023	09/10/2023	4413
94	07/10/2023	09/10/2023	3642
41	29/09/2023	09/10/2023	4437
61	09/10/2023	09/10/2023	7947
1	08/10/2023	09/10/2023	6466
18	07/10/2023	08/10/2023	4437
88	22/09/2023	08/10/2023	4437
61	08/10/2023	08/10/2023	7644
11	27/09/2023	07/10/2023	5212
1	07/10/2023	07/10/2023	2669
64	10/09/2023	07/10/2023	4311
81	25/09/2023	07/10/2023	9883
35	23/09/2023	07/10/2023	3041
39	28/09/2023	07/10/2023	7644
77	24/09/2023	07/10/2023	7947
99	09/09/2023	06/10/2023	2669
29	30/08/2023	06/10/2023	3287
18	28/09/2023	06/10/2023	4311
73	28/09/2023	06/10/2023	5535
100	04/10/2023	06/10/2023	4437
69	05/10/2023	05/10/2023	5212
75	05/10/2023	05/10/2023	3586
28	06/08/2023	05/10/2023	6907
71	02/10/2023	05/10/2023	4413
76	05/10/2023	05/10/2023	5535
94	01/10/2023	05/10/2023	7644
40	05/10/2023	05/10/2023	6801
44	02/10/2023	05/10/2023	7164
13	09/07/2023	04/10/2023	2096
67	30/09/2023	04/10/2023	5212
83	03/10/2023	04/10/2023	2669
53	11/09/2023	04/10/2023	3586
56	21/09/2023	04/10/2023	5535
70	01/10/2023	04/10/2023	6294
33	28/09/2023	04/10/2023	6954
61	12/09/2023	03/10/2023	4901
9	06/09/2023	03/10/2023	3545
43	30/08/2023	03/10/2023	4311
1	30/09/2023	03/10/2023	2148
14	02/10/2023	03/10/2023	6801
51	05/08/2023	02/10/2023	5326
38	26/07/2023	02/10/2023	1348
76	24/09/2023	02/10/2023	4511
8	26/07/2023	02/10/2023	3849
52	29/09/2023	02/10/2023	3545
34	02/10/2023	02/10/2023	6296
78	17/09/2023	01/10/2023	5385
85	27/09/2023	01/10/2023	1348
60	29/09/2023	01/10/2023	2669
31	22/09/2023	01/10/2023	8933
68	13/09/2023	01/10/2023	6294
91	21/09/2023	01/10/2023	2084
24	16/09/2023	30/09/2023	1384
19	27/09/2023	30/09/2023	3642
72	04/09/2023	30/09/2023	3642
75	13/09/2023	30/09/2023	7006
20	30/09/2023	30/09/2023	6667
1	12/09/2023	29/09/2023	5212
44	23/09/2023	29/09/2023	7947
86	13/09/2023	29/09/2023	6801
71	13/09/2023	28/09/2023	8420
69	24/03/2023	28/09/2023	2096
23	30/08/2023	28/09/2023	3849
94	28/08/2023	28/09/2023	2084
17	22/09/2023	28/09/2023	7765
100	18/09/2023	28/09/2023	6667
41	07/09/2023	27/09/2023	2029
18	13/08/2023	27/09/2023	3545
60	07/09/2023	27/09/2023	6294
84	23/09/2023	27/09/2023	7644
19	09/08/2023	26/09/2023	8420
70	13/09/2023	26/09/2023	5212
4	18/09/2023	26/09/2023	5052
11	15/09/2023	26/09/2023	6440
39	09/09/2023	26/09/2023	7638
49	26/09/2023	26/09/2023	6801
50	25/09/2023	25/09/2023	2029
65	25/09/2023	25/09/2023	5052
90	22/09/2023	24/09/2023	5326
87	14/09/2023	24/09/2023	1348
98	27/08/2023	24/09/2023	6071
27	14/09/2023	24/09/2023	6294
34	18/09/2023	24/09/2023	7878
83	23/09/2023	24/09/2023	7164
66	20/09/2023	24/09/2023	7164
89	14/09/2023	23/09/2023	2669
57	21/09/2023	23/09/2023	1662
67	22/09/2023	22/09/2023	6294
84	07/09/2023	22/09/2023	1404
45	19/09/2023	22/09/2023	6440
3	21/09/2023	22/09/2023	2344
47	21/09/2023	22/09/2023	6818
67	04/09/2023	21/09/2023	2514
83	18/09/2023	21/09/2023	8333
0	14/09/2023	21/09/2023	8333
30	09/09/2023	21/09/2023	6801
6	29/08/2023	20/09/2023	3676
15	16/09/2023	20/09/2023	7947
79	19/09/2023	20/09/2023	9652
80	03/08/2023	19/09/2023	5326
16	07/09/2023	19/09/2023	5326
77	11/09/2023	19/09/2023	7006
57	21/07/2023	18/09/2023	4901
49	16/09/2023	18/09/2023	3642
17	27/08/2023	18/09/2023	5535
47	31/08/2023	18/09/2023	2084
79	05/09/2023	18/09/2023	2084
85	15/09/2023	18/09/2023	7765
52	15/08/2023	18/09/2023	9625
81	06/09/2023	18/09/2023	6818
46	09/06/2023	17/09/2023	1915
88	16/09/2023	17/09/2023	6294
34	21/08/2023	16/09/2023	9558
76	08/08/2023	16/09/2023	9967
50	05/09/2023	16/09/2023	8319
3	31/08/2023	15/09/2023	8420
26	30/08/2023	15/09/2023	6390
93	07/09/2023	14/09/2023	5326
88	20/08/2023	13/09/2023	4511
73	08/09/2023	13/09/2023	6907
66	09/09/2023	13/09/2023	6440
35	12/09/2023	12/09/2023	1348
89	12/08/2023	12/09/2023	6294
71	10/09/2023	12/09/2023	7878
56	07/09/2023	11/09/2023	5212
44	21/08/2023	11/09/2023	1384
86	21/08/2023	11/09/2023	4437
68	29/08/2023	11/09/2023	8333
14	11/09/2023	11/09/2023	7765
49	29/08/2023	10/09/2023	8420
75	31/08/2023	10/09/2023	5450
77	08/09/2023	10/09/2023	1662
1	29/08/2023	10/09/2023	3041
63	05/09/2023	10/09/2023	6818
55	30/08/2023	09/09/2023	5212
4	22/08/2023	09/09/2023	1348
40	12/07/2023	09/09/2023	6907
45	08/09/2023	09/09/2023	6294
61	07/09/2023	09/09/2023	7765
32	09/09/2023	09/09/2023	8570
15	30/07/2023	08/09/2023	5326
20	18/08/2023	08/09/2023	6907
100	03/09/2023	08/09/2023	8933
0	04/09/2023	08/09/2023	6440
85	28/06/2023	07/09/2023	2096
36	02/09/2023	07/09/2023	5535
14	04/09/2023	07/09/2023	7006
31	01/09/2023	07/09/2023	3928
71	01/09/2023	07/09/2023	6801
60	20/08/2023	06/09/2023	2096
97	13/08/2023	06/09/2023	1915
87	25/08/2023	06/09/2023	6466
91	04/09/2023	06/09/2023	9164
83	04/09/2023	05/09/2023	7947
39	03/09/2023	04/09/2023	5212
30	25/07/2023	04/09/2023	2029
61	28/08/2023	04/09/2023	6907
11	13/08/2023	04/09/2023	7947
33	16/08/2023	03/09/2023	5326
53	02/09/2023	03/09/2023	6801
81	09/05/2023	02/09/2023	2096
50	28/01/2023	02/09/2023	4511
27	26/08/2023	02/09/2023	8232
64	05/08/2023	02/09/2023	9883
45	03/08/2023	02/09/2023	4437
32	30/08/2023	02/09/2023	8319
93	25/08/2023	01/09/2023	2669
39	27/08/2023	01/09/2023	3849
56	10/08/2023	01/09/2023	3545
9	22/08/2023	01/09/2023	4311
53	08/07/2023	01/09/2023	5526
5	12/08/2023	31/08/2023	9558
21	29/08/2023	31/08/2023	1404
31	30/08/2023	31/08/2023	7164
99	13/08/2023	30/08/2023	3586
84	26/07/2023	30/08/2023	4311
65	24/08/2023	30/08/2023	9625
47	19/08/2023	29/08/2023	8420
41	28/08/2023	29/08/2023	2669
31	08/08/2023	29/08/2023	2514
3	17/08/2023	29/08/2023	3041
16	28/08/2023	29/08/2023	1404
91	03/07/2023	28/08/2023	2096
68	15/08/2023	27/08/2023	3586
67	24/08/2023	27/08/2023	4437
94	27/08/2023	27/08/2023	6818
36	24/08/2023	26/08/2023	3676
37	26/08/2023	26/08/2023	3676
14	23/08/2023	26/08/2023	2084
63	15/08/2023	26/08/2023	8333
35	26/08/2023	26/08/2023	6466
21	13/06/2023	25/08/2023	8933
94	19/08/2023	25/08/2023	5526
90	24/08/2023	25/08/2023	1404
79	24/07/2023	24/08/2023	5535
61	22/08/2023	24/08/2023	6390
55	14/08/2023	24/08/2023	6440
100	21/08/2023	23/08/2023	3041
36	04/08/2023	23/08/2023	4437
2	08/08/2023	23/08/2023	7765
25	17/08/2023	23/08/2023	7878
73	18/08/2023	23/08/2023	8570
49	13/08/2023	22/08/2023	2669
37	24/06/2023	22/08/2023	2669
32	12/08/2023	22/08/2023	5535
26	07/08/2023	22/08/2023	5526
72	27/07/2023	22/08/2023	7006
67	07/08/2023	22/08/2023	8570
39	22/08/2023	22/08/2023	6818
71	24/07/2023	21/08/2023	1662
9	05/08/2023	20/08/2023	4901
77	15/07/2023	20/08/2023	3287
86	10/08/2023	20/08/2023	4311
24	22/06/2023	20/08/2023	8933
66	28/07/2023	20/08/2023	9967
39	19/08/2023	20/08/2023	6296
78	19/07/2023	19/08/2023	4437
42	04/08/2023	19/08/2023	4437
6	18/08/2023	19/08/2023	6466
61	25/07/2023	18/08/2023	5385
47	07/06/2023	18/08/2023	1384
70	10/07/2023	18/08/2023	8933
93	28/05/2023	17/08/2023	5956
29	16/07/2023	17/08/2023	5450
16	14/08/2023	17/08/2023	7006
75	27/07/2023	17/08/2023	6440
94	15/08/2023	16/08/2023	3601
98	14/08/2023	16/08/2023	6294
3	08/08/2023	16/08/2023	7878
20	16/07/2023	14/08/2023	6294
12	13/08/2023	14/08/2023	6466
34	08/08/2023	13/08/2023	2514
33	06/08/2023	13/08/2023	4437
44	05/08/2023	13/08/2023	8319
4	11/08/2023	13/08/2023	6390
65	12/07/2023	12/08/2023	8420
68	28/07/2023	12/08/2023	1348
6	04/07/2023	12/08/2023	2669
35	03/08/2023	12/08/2023	6294
90	15/07/2023	12/08/2023	6390
39	09/08/2023	12/08/2023	6440
94	12/08/2023	12/08/2023	6466
59	24/07/2023	11/08/2023	8933
83	29/03/2023	10/08/2023	2096
98	31/07/2023	10/08/2023	9164
18	07/08/2023	09/08/2023	7878
55	21/07/2023	08/08/2023	8420
63	18/07/2023	08/08/2023	1649
86	26/07/2023	07/08/2023	3642
76	30/06/2023	07/08/2023	6390
14	01/08/2023	07/08/2023	7947
73	25/07/2023	07/08/2023	1937
39	31/07/2023	06/08/2023	3586
89	01/08/2023	05/08/2023	9558
92	26/06/2023	04/08/2023	5450
51	02/07/2023	04/08/2023	9164
0	13/06/2023	02/08/2023	9558
94	26/07/2023	02/08/2023	4901
36	02/08/2023	02/08/2023	7947
44	03/07/2023	02/08/2023	9164
43	27/07/2023	01/08/2023	1649
5	29/07/2023	01/08/2023	6440
12	07/07/2023	31/07/2023	8454
97	29/07/2023	31/07/2023	2514
45	28/07/2023	31/07/2023	7006
41	23/07/2023	31/07/2023	1937
32	31/07/2023	31/07/2023	9164
49	21/07/2023	30/07/2023	7878
52	26/07/2023	29/07/2023	6296
97	12/05/2023	28/07/2023	3586
80	22/07/2023	28/07/2023	6296
34	23/07/2023	28/07/2023	6466
5	04/07/2023	27/07/2023	2084
60	10/07/2023	27/07/2023	2344
99	25/06/2023	26/07/2023	4511
19	14/07/2023	26/07/2023	2514
94	03/07/2023	25/07/2023	1348
88	19/07/2023	25/07/2023	7765
28	24/07/2023	25/07/2023	1937
35	17/07/2023	24/07/2023	8420
23	02/05/2023	24/07/2023	4901
86	16/07/2023	24/07/2023	8933
14	14/06/2023	24/07/2023	9883
95	16/07/2023	24/07/2023	3041
36	14/07/2023	23/07/2023	2084
18	30/05/2023	23/07/2023	6440
11	22/06/2023	22/07/2023	5526
3	01/07/2023	21/07/2023	3586
87	15/07/2023	21/07/2023	8333
79	13/07/2023	21/07/2023	7765
1	11/07/2023	21/07/2023	7947
52	16/07/2023	21/07/2023	6466
49	11/07/2023	20/07/2023	5385
9	11/07/2023	20/07/2023	8933
31	19/07/2023	20/07/2023	6466
64	11/07/2023	19/07/2023	7878
26	21/06/2023	18/07/2023	8319
75	07/07/2023	18/07/2023	7638
43	25/02/2023	17/07/2023	2029
33	09/07/2023	17/07/2023	3041
57	28/06/2023	16/07/2023	2514
32	01/07/2023	15/07/2023	7006
89	30/05/2023	15/07/2023	6296
36	26/06/2023	13/07/2023	5450
10	13/07/2023	13/07/2023	1662
56	08/07/2023	13/07/2023	4311
52	24/06/2023	12/07/2023	7006
30	11/07/2023	12/07/2023	7164
38	07/07/2023	11/07/2023	5535
40	05/07/2023	11/07/2023	8333
71	05/07/2023	11/07/2023	6466
49	08/07/2023	10/07/2023	1348
87	10/05/2023	09/07/2023	5385
17	02/07/2023	09/07/2023	7878
70	02/07/2023	09/07/2023	7164
19	11/06/2023	08/07/2023	9558
68	24/06/2023	08/07/2023	6390
27	27/06/2023	08/07/2023	9625
95	29/04/2023	07/07/2023	1649
98	10/05/2023	07/07/2023	6907
56	27/06/2023	06/07/2023	5526
42	01/06/2023	05/07/2023	3287
100	25/05/2023	04/07/2023	8420
60	20/06/2023	04/07/2023	4437
12	03/07/2023	04/07/2023	7878
53	03/07/2023	03/07/2023	1662
66	23/06/2023	03/07/2023	9883
73	27/06/2023	03/07/2023	9652
53	29/06/2023	02/07/2023	7878
28	30/06/2023	02/07/2023	9652
65	01/07/2023	01/07/2023	5956
34	01/07/2023	01/07/2023	6907
84	01/06/2023	01/07/2023	8319
8	28/06/2023	01/07/2023	7878
25	07/06/2023	01/07/2023	6296
79	15/06/2023	01/07/2023	8570
91	29/06/2023	01/07/2023	7164
33	21/05/2023	01/07/2023	9652
3	24/06/2023	30/06/2023	5526
4	29/06/2023	30/06/2023	6466
61	18/06/2023	29/06/2023	1348
10	28/06/2023	29/06/2023	2669
17	13/05/2023	28/06/2023	4901
82	12/06/2023	28/06/2023	6440
55	10/06/2023	28/06/2023	2344
39	26/06/2023	27/06/2023	5956
2	22/06/2023	27/06/2023	2029
